Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Predicted_Exam_Score,Predicted_Group
15,82,2,0,1,6,90,0,0,2,0,2,1,2,2,0,1,2,1,68,67.41263030405798,Pass
30,88,2,2,1,7,68,1,1,1,2,0,1,2,3,0,0,2,0,72,71.56327815836158,Pass
21,77,2,1,1,8,59,2,1,3,1,2,0,2,2,0,1,2,1,66,67.33207752234159,Pass
24,94,1,2,0,9,86,0,1,2,1,2,1,1,3,0,0,2,0,71,71.5250338331002,Pass
15,91,2,1,1,6,91,1,1,0,2,2,1,2,3,0,0,1,0,67,67.959632795857,Pass
13,63,2,2,0,10,73,1,1,2,1,0,1,0,3,0,2,1,1,61,60.81893617796017,Pass
17,85,0,0,1,7,69,2,1,4,1,0,0,1,2,0,1,2,0,70,69.98630597144154,Pass
19,69,2,2,1,7,82,1,0,2,1,3,1,1,3,0,0,2,1,64,63.709888538576706,Pass
14,82,2,2,1,8,83,2,1,0,2,2,1,0,2,0,1,1,1,64,63.85314901145675,Pass
20,98,1,0,1,7,83,2,0,0,1,2,1,1,3,0,1,0,0,68,69.35712250582537,Pass
10,95,0,2,0,7,64,0,1,4,1,2,0,2,3,0,2,2,1,70,69.0431974977856,Pass
13,76,1,2,1,10,97,0,1,4,1,1,1,1,3,0,0,1,1,65,66.59785865185795,Pass
24,72,0,0,0,7,61,2,1,3,1,2,0,1,2,0,1,2,0,67,67.55377476293371,Pass
24,69,2,1,1,6,69,2,1,0,1,0,0,1,4,0,0,2,1,65,65.78247500060385,Pass
18,81,1,2,1,6,64,2,1,1,2,2,1,2,4,0,1,1,0,65,66.28580836117621,Pass
14,65,2,0,1,9,97,1,1,3,1,0,1,2,4,0,1,2,0,65,66.06222867851604,Pass
14,82,0,1,1,8,91,0,1,1,1,2,1,0,2,0,1,2,1,66,66.95512638177388,Pass
18,60,2,0,0,5,91,1,1,2,1,2,1,0,4,1,1,2,1,62,62.6246367272562,Pass
24,73,2,2,1,5,50,1,1,1,1,2,1,0,2,0,1,2,1,63,64.73093535049799,Pass
26,69,1,1,1,7,84,2,1,0,2,2,0,1,3,1,1,1,1,63,65.54052269220875,Pass
17,99,2,2,1,8,62,2,1,3,2,2,0,1,3,0,1,2,1,70,69.74371043273358,Pass
13,89,1,0,1,6,98,2,1,0,2,2,0,0,4,0,1,2,1,67,67.84282256068752,Pass
22,74,0,0,0,4,77,1,1,0,0,2,0,0,3,1,1,2,1,66,65.83100650303982,Pass
15,64,0,2,0,5,78,2,1,2,1,2,1,2,2,0,1,1,1,63,62.945961869052766,Pass
17,81,0,1,1,9,68,0,1,1,1,1,0,2,3,0,0,2,0,66,67.81803111708146,Pass
28,69,1,2,0,8,77,2,1,3,2,2,1,1,4,0,0,1,0,67,67.07598218147302,Pass
25,81,2,2,0,9,87,1,1,1,1,0,0,0,1,0,2,1,0,68,67.71906758306875,Pass
21,93,1,0,1,9,78,1,1,1,2,1,1,1,2,1,1,0,1,67,69.08229119264846,Pass
12,85,2,0,1,6,82,2,1,1,0,2,1,1,2,0,1,0,1,66,65.54265628458191,Pass
21,85,0,0,1,6,74,2,1,2,2,2,1,1,4,0,1,2,0,71,70.11833136967863,Pass
26,82,2,2,1,7,86,2,1,0,1,0,1,1,2,1,2,2,1,69,68.38489254576415,Pass
18,97,0,1,1,8,95,0,1,1,2,2,1,2,2,0,2,1,1,72,71.84614995268157,Pass
28,97,0,1,1,9,53,1,1,0,1,2,0,0,3,0,0,1,0,70,71.02665785144015,Pass
28,81,2,2,1,10,55,2,1,2,2,1,0,1,3,0,1,2,1,68,68.71026047103366,Pass
30,72,2,2,0,8,84,2,1,1,1,0,0,2,1,0,1,2,1,68,68.4579488445606,Pass
22,78,1,0,1,8,69,0,1,2,1,2,1,0,2,0,1,2,0,67,67.876920001442,Pass
24,67,2,2,0,10,64,1,1,1,1,2,1,2,2,1,0,0,0,62,62.580059920668354,Pass
28,85,2,1,0,7,59,1,1,1,1,2,1,1,3,0,2,0,1,67,68.39483252355001,Pass
23,80,0,2,0,9,79,2,1,1,2,0,1,0,2,0,2,2,1,69,67.75346075970913,Pass
17,64,2,0,1,8,67,2,1,3,1,2,1,0,3,0,0,2,1,64,63.31894799026304,Pass
17,68,2,0,1,8,75,2,1,2,1,0,0,2,3,0,0,2,0,66,65.54965594000132,Pass
21,79,0,1,1,7,98,0,1,2,1,2,1,2,1,0,1,2,1,69,70.098600844284,Pass
12,96,0,0,0,5,88,0,1,0,2,2,0,2,2,0,0,1,0,70,68.73165331749088,Pass
19,83,0,2,0,8,90,1,1,3,1,2,1,2,3,0,0,1,0,69,68.96929803037595,Pass
27,87,2,2,1,8,56,2,1,3,2,0,1,1,3,0,2,2,1,72,70.55525499511499,Pass
7,74,2,2,1,6,66,1,1,1,1,0,0,2,2,0,1,2,0,61,62.32861876116914,Pass
29,83,2,2,0,7,55,0,1,2,1,1,0,0,4,0,1,2,0,68,69.02193243457714,Pass
27,78,2,2,0,6,98,1,1,1,2,2,1,2,3,0,1,0,1,68,68.39341498226597,Pass
17,86,1,2,0,6,84,0,1,0,2,2,0,1,3,0,1,2,0,66,67.01205939120017,Pass
23,62,2,2,0,6,51,2,1,5,0,2,1,0,2,0,0,2,1,65,63.51616766132196,Pass
20,80,0,1,1,5,74,2,1,2,1,1,1,0,4,0,0,1,0,66,67.66668014924942,Pass
27,72,2,2,0,6,63,2,1,1,0,2,0,0,5,0,0,1,0,67,65.34386569638191,Pass
26,73,2,0,0,8,77,2,1,0,2,0,0,2,2,0,0,0,1,68,66.40064249617063,Pass
12,98,1,2,0,9,59,1,1,1,0,2,1,1,2,0,2,2,0,67,67.2753069920897,Pass
24,67,1,2,1,10,53,2,1,0,2,2,1,2,3,1,0,2,0,63,63.390395706752614,Pass
19,72,2,1,0,6,66,2,1,0,2,0,0,1,2,0,2,2,1,64,64.08949284543729,Pass
20,80,2,1,0,9,65,0,1,1,2,2,0,2,3,0,0,0,1,66,65.55578551215116,Pass
16,95,0,2,1,8,86,2,1,0,1,1,1,2,4,0,1,1,1,69,69.7969551804026,Pass
30,77,2,1,1,7,74,2,1,3,0,2,0,1,3,0,2,1,1,70,70.16081715211426,Pass
26,90,2,2,0,8,65,0,1,3,2,0,0,2,2,0,1,2,0,72,71.2535809343542,Pass
16,94,2,0,0,9,79,0,1,2,0,3,1,2,5,0,1,1,0,71,69.76802646952855,Pass
12,72,2,2,1,6,54,1,1,3,1,2,1,2,2,0,2,2,1,63,63.450725605679466,Pass
18,76,0,0,0,6,83,2,1,1,0,2,1,1,4,0,1,2,1,68,67.16761223877629,Pass
23,74,2,0,1,6,57,1,0,1,0,0,0,1,3,0,0,2,1,67,65.8948321621281,Pass
21,93,2,1,0,6,64,2,1,2,1,2,1,2,4,0,2,1,1,69,69.7330126219257,Pass
28,62,2,2,0,9,64,0,1,1,1,2,0,0,2,0,2,2,1,65,64.08324550923908,Pass
25,72,0,1,1,6,73,0,1,4,2,0,1,1,4,0,0,1,1,69,69.32543732692069,Pass
26,87,2,2,0,6,98,0,1,0,2,0,1,0,4,0,0,1,1,71,69.42068263076482,Pass
22,83,2,1,1,7,66,2,1,2,2,2,0,1,3,0,1,2,0,67,68.17219688660803,Pass
12,77,1,2,0,7,64,1,1,2,0,0,1,2,4,0,0,1,0,64,64.41376039147498,Pass
19,82,0,2,1,6,58,1,1,2,2,0,0,2,3,0,0,2,0,68,68.19302593673194,Pass
26,68,0,1,1,10,70,2,1,1,1,2,1,2,3,0,0,2,1,67,67.33358230253724,Pass
20,77,1,1,0,6,59,1,1,1,0,2,1,0,2,0,1,1,0,62,64.75201336364779,Pass
23,80,0,2,0,7,57,1,1,2,2,0,1,0,2,0,2,1,0,68,66.92888251537434,Pass
18,96,2,2,1,4,93,2,1,0,2,0,1,2,4,0,0,2,0,72,70.49471947156697,Pass
14,70,2,0,1,7,53,1,1,0,2,2,1,0,3,0,1,1,1,61,61.23528649326336,Pass
19,95,1,1,1,5,86,2,1,0,0,2,1,0,4,0,1,1,1,67,69.58266352306327,Pass
22,86,0,2,0,6,60,0,1,0,0,0,1,1,3,0,2,2,1,70,68.64351983824673,Pass
16,61,1,2,1,4,51,1,1,1,1,2,1,1,3,0,1,2,1,59,61.28470764638397,Pass
19,89,0,2,1,6,90,0,1,0,1,0,0,0,4,0,0,1,0,70,69.07259202501993,Pass
14,61,1,2,0,7,85,0,1,1,1,2,1,1,1,0,1,2,0,60,61.499178483912104,Pass
27,100,0,2,0,7,67,2,1,1,0,0,1,1,3,0,0,1,1,74,72.50228702729372,Pass
18,95,1,0,1,6,54,0,1,0,2,0,0,0,3,0,0,1,1,68,68.30238876379944,Pass
29,72,2,2,0,7,68,1,1,0,1,2,1,2,3,0,0,2,0,67,66.7755035620562,Pass
29,70,2,1,0,6,59,0,1,2,2,2,0,1,4,0,2,0,1,67,66.45429022995103,Pass
20,75,1,2,1,7,97,0,1,0,2,2,1,1,2,0,0,3,0,66,66.94074634089938,Pass
14,74,2,2,0,7,76,0,1,1,1,0,1,1,2,0,1,0,0,63,62.864574681242516,Pass
7,75,2,2,0,7,98,1,0,1,1,0,1,2,3,0,0,2,1,62,62.36577227537113,Pass
11,73,0,1,1,7,68,0,1,3,1,0,0,1,3,0,0,1,0,64,64.77560977789342,Pass
12,85,2,2,1,6,78,0,1,3,2,2,1,1,4,0,0,2,1,68,66.6202822956795,Pass
28,67,2,2,0,8,60,0,1,0,2,2,1,2,3,0,1,1,0,65,64.7949036465626,Pass
21,94,2,1,1,8,90,1,1,1,2,2,1,2,4,0,2,2,0,71,71.66125764353666,Pass
22,92,2,2,1,7,52,1,0,1,2,2,0,0,3,0,2,2,0,68,67.13698401786544,Pass
7,79,1,0,1,9,85,2,1,0,2,2,1,0,2,0,1,2,1,62,63.06269822333098,Pass
13,94,0,0,1,7,70,2,1,1,2,2,0,0,3,0,1,1,1,68,67.75496702100358,Pass
25,70,2,2,1,7,79,1,1,3,0,2,1,1,3,0,1,2,1,68,67.57945759196,Pass
22,61,0,2,1,7,80,0,1,3,2,0,1,1,3,0,2,1,1,67,65.88292394324488,Pass
19,85,2,2,1,7,86,2,1,0,1,2,1,2,2,0,0,1,0,67,67.08004341808267,Pass
23,78,0,0,1,6,60,2,1,2,0,0,1,2,4,0,1,0,1,70,68.97969629780947,Pass
30,83,1,2,1,4,77,2,1,0,1,2,1,1,4,0,1,2,0,69,70.41536739682762,Pass
19,96,1,2,0,7,71,2,1,2,1,0,0,2,3,0,2,1,1,70,70.41444833281959,Pass
20,99,2,1,0,8,64,1,1,1,0,2,1,2,2,0,1,2,1,69,70.34525863708959,Pass
21,85,0,2,1,5,75,1,1,1,0,0,1,2,2,0,1,1,0,70,69.49929009649112,Pass
34,91,2,1,0,9,98,2,1,0,2,2,1,1,4,0,3,1,1,72,73.1332887801215,Pass
7,63,1,2,0,5,97,2,1,1,1,2,1,1,2,0,1,2,0,59,60.376179118638376,Pass
24,66,2,2,0,6,64,2,0,0,2,0,1,1,4,0,1,2,1,64,62.91707693430288,Pass
19,89,0,0,1,10,94,2,1,0,0,2,0,1,1,0,0,2,0,72,69.85620383620576,Pass
23,77,1,0,1,8,94,2,1,0,0,2,0,2,3,0,2,2,1,70,69.4666798702749,Pass
16,78,1,0,0,7,62,2,1,0,0,0,1,0,1,0,1,0,0,63,63.4952373991523,Pass
20,72,0,2,1,7,80,2,1,1,1,0,0,0,3,0,0,2,1,66,65.99126900449934,Pass
24,84,0,0,0,9,93,2,1,3,0,2,1,1,4,0,1,0,1,72,70.88897056308538,Pass
39,67,0,0,1,5,76,2,0,2,2,2,0,0,4,0,3,2,0,71,70.6886760662705,Pass
25,85,0,0,0,9,68,2,1,1,0,2,1,0,3,0,2,0,0,71,68.6915977584482,Pass
15,67,1,2,1,6,83,1,1,3,2,1,1,2,3,0,1,1,1,62,64.74749943915394,Pass
17,63,2,2,1,8,59,2,1,1,1,0,1,2,1,0,2,1,1,62,61.9781706878543,Pass
17,73,2,1,0,6,58,2,1,4,2,2,1,2,1,0,0,2,1,64,64.78524909777813,Pass
9,69,0,0,1,10,92,2,1,2,1,2,0,1,3,0,2,2,1,65,64.46337306831091,Pass
18,96,0,1,1,7,52,1,1,1,1,2,0,1,4,0,0,2,0,68,69.62248539200647,Pass
24,62,0,2,1,5,90,1,1,0,0,2,0,2,3,0,0,2,1,67,66.10988262329539,Pass
12,67,2,2,1,8,65,1,1,1,0,2,1,1,3,0,1,1,1,61,61.11012965453621,Pass
26,82,1,1,1,9,74,0,1,2,2,2,1,0,5,0,1,1,0,68,69.50299138358905,Pass
23,79,2,0,0,9,77,2,1,1,1,0,1,1,3,0,1,2,1,68,68.06777063498657,Pass
16,62,2,2,0,7,88,2,1,1,1,0,1,1,1,0,1,2,0,62,62.12012282473674,Pass
19,60,2,1,0,8,94,0,1,1,1,1,0,1,3,0,1,2,0,62,63.72112978127333,Pass
30,100,0,0,1,6,90,1,1,0,2,1,1,2,2,1,1,2,1,74,75.12960924179687,Pass
24,86,2,2,1,8,79,2,0,0,1,2,1,1,4,0,1,2,0,68,67.77928863729558,Pass
20,75,1,0,0,8,67,2,1,1,0,1,1,2,4,0,0,1,1,66,66.38581651131003,Pass
19,79,2,2,0,4,76,0,1,1,2,2,0,1,3,0,3,2,1,67,66.27116198423504,Pass
20,71,0,2,0,5,52,0,1,1,2,0,1,1,3,0,1,1,1,65,64.28938436664745,Pass
17,74,2,2,1,7,62,2,1,2,0,2,1,2,4,0,1,2,1,66,65.31805606487062,Pass
7,86,0,2,0,7,68,2,1,5,1,2,1,2,4,0,2,1,1,67,66.4384408466255,Pass
32,95,2,2,1,7,66,0,1,5,0,2,0,0,3,0,0,2,1,76,74.3672061256681,Pass
21,67,1,0,1,7,55,0,1,2,0,0,0,2,3,0,1,1,0,66,66.17994344389685,Pass
22,94,1,1,0,9,53,0,1,1,2,0,1,1,3,0,0,2,0,68,69.60549844449605,Pass
20,65,0,2,1,8,71,1,1,2,1,2,0,1,3,1,0,2,0,63,64.00129881613697,Pass
16,69,2,0,1,4,54,2,1,4,1,1,1,2,4,0,0,2,0,65,65.44585668261931,Pass
19,61,0,2,0,10,64,2,1,3,1,2,1,2,3,0,1,1,1,63,63.364931831060474,Pass
10,66,2,2,0,4,74,1,1,2,1,2,1,0,2,0,1,1,1,59,59.95246837945378,Pass
34,97,2,2,0,8,60,2,1,2,2,2,0,1,4,0,1,2,1,74,73.26414780355162,Pass
13,78,2,1,1,5,54,1,1,2,1,0,1,2,3,1,0,2,1,62,64.27662949900382,Pass
14,63,1,1,1,9,72,2,1,3,1,1,1,2,4,1,1,2,0,59,63.26500801158503,Pass
17,98,2,0,1,7,72,0,1,0,1,2,1,2,3,0,1,2,1,71,70.34635112583382,Pass
28,95,2,2,0,8,96,2,1,1,2,2,1,1,3,0,2,1,1,73,71.85711197365747,Pass
20,90,0,2,1,4,56,2,1,0,1,0,0,2,1,0,1,1,1,68,68.39291126808699,Pass
13,97,2,2,1,8,81,2,1,3,1,2,1,1,1,0,1,0,1,68,67.92027272606396,Pass
28,69,2,2,1,8,66,2,1,0,1,2,1,2,6,0,0,0,1,66,65.74601320329754,Pass
24,93,1,0,1,8,56,2,1,1,1,2,1,1,3,0,0,1,1,69,70.03915347827777,Pass
23,88,2,2,0,8,70,2,1,2,2,0,1,1,4,0,1,2,0,70,69.22301608770348,Pass
24,95,2,0,1,7,71,0,1,1,2,0,1,2,3,0,1,2,1,74,72.50793643366343,Pass
34,92,0,2,0,7,68,1,1,0,2,0,1,2,5,0,0,2,0,75,73.68953771238955,Pass
33,74,2,2,1,6,88,2,1,2,2,2,0,1,3,0,0,2,1,71,70.04050121830186,Pass
16,91,0,0,1,6,92,1,1,2,1,0,0,2,3,0,1,1,1,71,71.39528610244285,Pass
30,70,2,2,0,9,57,2,1,1,1,2,1,0,4,0,0,0,0,65,64.60251337704341,Pass
22,73,1,2,0,6,58,0,1,1,2,2,0,2,3,0,2,1,1,65,65.35946878436228,Pass
23,64,2,0,0,4,71,1,1,2,2,2,1,0,1,0,2,2,1,65,64.29829946213718,Pass
10,97,2,2,0,6,66,2,1,2,1,2,1,1,2,0,2,2,0,67,66.65454536931168,Pass
19,72,2,2,1,8,91,0,1,1,1,2,0,2,4,0,3,1,1,67,66.4326371665293,Pass
15,81,2,2,1,7,100,2,1,1,1,2,1,1,3,0,2,1,1,67,66.29325558085519,Pass
25,76,0,0,1,8,59,2,1,4,2,2,0,1,4,0,0,2,0,71,69.56939082502208,Pass
26,98,0,1,0,4,88,1,1,1,2,0,1,1,1,0,0,1,0,72,72.8149493877826,Pass
8,73,2,0,1,4,80,1,1,0,1,0,1,1,4,0,0,1,1,62,62.596273652024124,Pass
20,91,0,1,1,7,82,2,1,0,2,2,1,1,4,0,0,2,1,70,69.79945078253475,Pass
27,94,2,0,0,9,63,0,1,0,1,2,1,1,4,0,0,2,0,72,70.86700308969375,Pass
19,77,1,2,1,4,55,2,1,0,2,1,1,2,4,0,0,1,1,64,64.969448695678,Pass
24,75,0,1,1,8,77,0,1,1,1,2,0,0,1,0,0,1,1,66,67.00144272304928,Pass
22,90,1,2,1,9,81,2,1,0,2,2,1,1,4,0,1,2,1,69,69.39542962053042,Pass
22,97,0,2,0,7,98,0,1,0,2,2,1,0,0,0,0,1,0,71,69.96475987932655,Pass
18,90,2,1,0,8,84,0,1,2,1,0,0,2,3,0,1,1,1,68,69.62960852085864,Pass
13,69,2,2,1,7,72,1,1,2,0,2,1,2,2,0,1,1,0,63,62.99495441359788,Pass
13,96,2,0,1,7,100,2,0,4,2,0,1,0,3,0,1,2,1,71,69.9903375492891,Pass
24,76,0,1,1,8,69,1,1,3,1,2,0,0,1,0,1,3,1,65,68.7685470365213,Pass
20,83,1,0,1,10,58,2,1,0,1,0,1,1,1,0,1,2,0,66,67.23853892948551,Pass
19,93,1,1,1,6,81,2,1,2,0,2,0,2,3,1,0,1,0,68,69.77748644682234,Pass
17,68,2,2,1,7,63,2,0,0,1,2,1,1,3,0,1,1,1,61,60.83568051196538,Pass
18,91,1,0,0,6,96,2,1,2,1,2,0,2,3,0,2,2,1,71,71.20100335065426,Pass
26,84,2,0,1,7,71,2,1,0,2,2,1,1,2,0,1,2,0,70,68.97669281520984,Pass
18,96,0,1,0,7,57,1,1,1,1,2,1,0,3,0,1,1,0,66,68.26351633561062,Pass
12,67,0,2,1,9,57,1,1,0,1,2,0,2,2,0,0,1,1,61,61.16994511811875,Pass
24,77,0,1,1,9,82,1,1,1,2,2,0,1,2,0,1,2,1,67,68.64965003043146,Pass
19,93,0,2,1,8,68,2,1,1,0,0,1,2,3,0,2,2,0,72,70.76011672671143,Pass
20,61,0,0,0,9,68,2,1,1,0,1,0,2,3,0,1,2,0,65,64.61872892425843,Pass
30,64,0,2,0,6,81,1,1,3,2,2,1,0,2,0,0,2,0,68,67.11148408555783,Pass
20,100,1,2,1,6,61,0,0,3,2,2,1,2,4,0,0,0,1,70,70.03829395181668,Pass
22,71,2,1,1,8,57,2,1,1,1,0,1,0,4,0,1,1,1,63,64.6000896929904,Pass
13,99,0,1,0,7,83,2,1,1,2,2,1,1,4,0,2,0,0,69,68.74802492983218,Pass
19,67,2,1,0,10,50,2,1,0,0,2,1,2,3,0,1,2,1,62,62.56669078237187,Pass
24,74,0,0,0,4,95,0,1,1,0,2,1,1,4,0,2,1,0,71,69.12970825728642,Pass
11,90,1,1,1,8,59,1,1,1,1,0,1,2,4,0,1,2,1,64,67.39904620998888,Pass
21,86,0,2,0,8,72,2,1,0,0,0,1,2,3,0,1,1,1,69,68.44378597214269,Pass
21,83,2,0,1,6,61,0,1,2,1,0,1,2,3,0,2,2,1,71,69.65037884488201,Pass
20,81,1,2,1,6,61,1,0,0,1,2,1,2,4,1,1,2,0,63,65.09435190313025,Pass
26,94,1,0,1,6,92,1,1,1,1,0,1,1,3,0,1,2,0,72,73.8383322628967,Pass
22,69,2,2,1,5,79,2,1,1,1,1,1,2,3,0,0,2,1,66,65.8686479426149,Pass
29,78,0,2,1,9,66,2,1,2,1,2,1,1,4,0,1,1,1,69,69.42813679692955,Pass
14,66,2,2,1,10,63,1,1,0,1,2,1,2,3,0,1,1,1,60,61.22187189747688,Pass
21,84,0,0,1,6,61,1,1,1,2,0,0,0,4,0,1,1,0,68,68.46447285148923,Pass
21,70,2,0,0,6,78,2,1,3,2,1,1,1,2,0,0,0,1,65,65.14385552328535,Pass
14,73,0,2,0,5,87,0,1,2,2,2,1,2,4,0,0,2,0,67,65.65759578352088,Pass
26,79,2,1,1,5,63,2,1,0,1,2,1,2,2,0,1,2,1,66,67.92662179384095,Pass
34,61,2,2,1,6,67,0,1,1,0,2,0,1,2,0,2,1,1,68,66.59419059842206,Pass
20,64,1,2,1,9,86,2,1,0,1,0,0,0,4,0,1,2,0,63,64.06662044700681,Pass
23,87,0,0,1,10,87,2,1,1,2,2,0,2,3,0,0,2,1,73,71.32443285412084,Pass
21,77,2,2,1,6,60,2,1,1,2,2,0,1,3,0,0,1,1,66,64.88932930485656,Pass
16,95,1,2,1,6,69,1,1,2,1,0,1,1,3,1,0,2,1,67,68.68441589530008,Pass
9,88,1,2,1,5,93,1,1,2,2,2,1,1,4,0,2,2,1,66,67.24800084061104,Pass
16,60,2,1,0,8,87,1,1,0,1,1,1,2,5,0,1,2,1,60,62.709654683420816,Pass
12,85,0,0,0,8,58,1,1,1,1,0,1,2,3,0,2,2,1,67,66.95523765149278,Pass
30,64,2,2,0,7,69,2,1,3,0,1,1,0,4,0,1,2,0,67,66.52764794761272,Pass
19,91,2,2,1,6,99,0,1,0,2,2,1,1,2,0,1,2,0,70,69.1837078384856,Pass
18,100,0,1,0,9,76,1,1,1,1,2,1,2,2,0,1,2,0,69,71.25301749514607,Pass
25,81,2,1,1,8,86,2,1,1,1,2,1,0,3,0,2,2,1,68,68.83553391150454,Pass
13,87,0,1,1,8,55,0,1,1,0,0,0,2,3,0,1,2,0,67,67.81653084096992,Pass
15,69,2,0,0,8,92,1,1,0,1,2,1,1,1,0,0,1,1,63,62.751855046530906,Pass
20,78,0,2,0,7,80,0,1,2,0,2,1,2,3,0,0,2,1,70,68.1103588041872,Pass
26,94,1,2,0,6,59,0,1,4,1,2,1,1,3,0,1,2,0,71,72.04742303017079,Pass
23,67,0,0,1,8,69,1,1,1,0,2,1,1,2,0,1,2,0,67,66.48047870222676,Pass
21,71,2,2,0,8,54,0,1,1,2,2,0,1,3,0,1,2,1,64,63.76372386843503,Pass
20,78,1,2,0,8,89,0,0,0,2,2,0,1,4,0,0,2,0,66,65.431940524553,Pass
22,88,2,2,1,5,87,1,1,1,1,0,1,1,3,0,2,2,1,70,70.19979175416807,Pass
21,75,2,1,1,8,75,0,1,1,2,2,0,0,2,0,1,1,1,65,65.3491223408362,Pass
14,97,1,2,1,7,73,2,1,2,2,1,1,2,3,0,0,1,1,68,69.05315628302026,Pass
20,64,2,1,1,6,73,0,1,3,2,0,1,0,5,0,2,0,0,65,64.46402969707229,Pass
14,75,0,2,0,8,52,2,1,3,2,2,1,1,1,0,2,2,1,65,63.79787042080606,Pass
20,88,2,2,1,7,68,2,1,0,1,0,1,2,4,0,0,2,0,69,68.37714279915971,Pass
17,69,2,2,0,10,56,2,1,1,2,2,1,1,4,0,1,2,0,63,62.09351794363779,Pass
35,86,1,2,0,8,59,2,1,2,1,1,1,2,2,0,0,1,0,70,71.65234755903276,Pass
20,67,1,1,1,7,98,2,1,1,2,2,1,1,4,0,0,2,1,64,65.874491982771,Pass
12,62,2,0,1,7,63,0,1,1,0,2,1,1,4,0,1,2,0,62,61.682582211553196,Pass
19,65,0,0,1,5,74,2,1,1,1,3,0,2,3,0,1,2,0,66,65.46216681440458,Pass
23,97,0,1,1,9,94,0,1,2,1,2,1,2,3,0,1,1,1,73,73.84611080008385,Pass
30,82,2,0,1,7,71,2,1,3,1,0,1,1,3,0,2,0,0,72,71.20268514608274,Pass
16,92,2,2,1,7,76,0,0,0,0,2,0,1,2,0,2,0,1,68,65.92310273574932,Pass
11,73,2,0,0,5,58,2,0,0,2,2,0,2,4,0,0,2,1,62,61.06154967937294,Pass
25,84,2,1,0,8,64,2,1,2,1,2,0,1,4,0,1,3,1,67,69.34748179600537,Pass
12,80,2,1,0,6,75,2,1,1,1,0,1,0,4,0,1,1,1,62,63.851593515081845,Pass
17,98,0,0,0,6,68,2,1,2,2,2,1,2,3,0,1,2,1,72,71.03410182354398,Pass
18,90,1,0,0,7,52,0,1,2,2,0,1,0,2,0,1,2,1,67,68.04874873777786,Pass
20,89,0,2,1,6,70,1,1,1,1,2,0,2,3,0,1,1,0,68,69.34221989753533,Pass
24,62,1,0,1,6,91,2,1,2,2,2,1,1,3,0,1,1,0,65,66.16428683694352,Pass
16,82,2,2,0,7,56,1,1,0,0,0,0,0,1,1,1,0,0,79,62.054891443496544,Pass
18,79,0,1,0,9,51,0,1,2,2,2,0,2,3,0,1,2,1,66,66.62292110632256,Pass
20,97,2,2,1,8,56,1,1,1,1,2,0,1,2,0,1,2,0,68,69.08670571247495,Pass
21,70,1,1,1,8,84,2,1,1,0,0,1,2,3,1,2,2,1,65,66.65726708799595,Pass
21,71,2,0,1,8,90,2,1,3,1,2,1,1,4,0,1,1,0,67,67.34348334911368,Pass
23,76,2,0,1,6,52,1,1,3,2,2,1,1,4,0,0,1,1,67,66.96663020347275,Pass
25,70,1,2,1,9,94,2,1,1,2,3,1,1,4,0,1,1,1,67,66.72055330371731,Pass
22,65,2,2,1,4,81,0,1,5,2,2,1,2,4,0,0,0,0,68,66.3028358333442,Pass
23,94,2,0,0,8,76,1,1,3,2,2,1,2,3,0,1,1,1,72,71.5706320854721,Pass
11,82,0,2,0,8,63,0,1,1,2,2,1,1,5,0,1,2,1,65,64.67960991253557,Pass
20,94,1,2,0,7,69,1,1,0,1,2,1,2,3,1,1,1,0,65,67.8498552711504,Pass
23,93,2,2,1,6,97,1,0,1,2,2,1,2,2,0,0,1,1,70,69.79067650924367,Pass
24,71,2,2,1,7,96,2,1,2,1,3,1,0,2,0,1,2,1,67,66.58071495184264,Pass
16,82,2,0,1,6,81,2,1,1,2,2,0,1,4,0,0,2,1,68,66.90751100046454,Pass
16,63,2,2,0,8,79,2,1,2,1,0,1,2,3,0,0,1,1,63,62.56432794137823,Pass
17,97,2,2,1,8,61,1,1,2,1,2,1,1,2,0,1,2,1,68,68.90408163500885,Pass
23,76,2,0,1,8,98,2,1,0,2,1,1,1,2,0,2,1,0,69,67.72487168134876,Pass
26,76,1,1,1,8,88,1,1,2,1,1,1,2,4,0,1,2,1,66,70.5898308083951,Pass
18,72,0,2,1,8,69,0,0,2,0,2,1,1,4,1,1,0,0,64,63.325529797391894,Pass
25,78,0,1,1,8,91,2,1,3,1,2,1,0,4,0,1,2,1,69,70.34513714024155,Pass
21,70,1,2,0,6,61,2,1,1,1,2,1,1,3,0,1,2,1,62,64.20649195221966,Pass
19,75,2,0,1,5,61,0,1,0,2,2,1,0,3,0,1,2,0,65,64.72142975920269,Pass
19,92,2,2,1,7,90,2,1,1,1,0,1,2,2,0,1,2,0,70,70.24354594237572,Pass
24,93,1,0,1,8,78,2,1,1,0,2,1,1,4,0,1,2,0,72,72.06706884970211,Pass
22,72,2,2,0,5,78,0,1,1,1,0,1,2,3,0,1,2,0,66,66.56414690315643,Pass
34,79,0,1,1,7,79,1,1,3,2,0,0,0,2,1,1,1,1,70,71.38987459658996,Pass
